GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu,458,0,13,0,74,0,16,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu.3.new BooleanCallback() {...},24,0,4,0,4,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu,272,0,10,0,44,0,8,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.4.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu.new ClickHandler() {...},30,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu.new ClickHandler() {...},22,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu.new ClickHandler() {...},21,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,LogsContextMenu.new AsyncCallback() {...},30,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},18,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},18,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},18,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.3.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},36,0,0,0,5,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},18,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new AsyncCallback() {...},45,0,0,0,10,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.new AsyncCallback() {...},25,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,JobsContextMenu.7.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.menu,SimulationsContextMenu.5.new BooleanCallback() {...},14,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationException,22,0,0,0,10,0,5,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationException.ApplicationError,0,66,0,0,0,10,0,3,0,3
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationTileGrid.new AsyncCallback() {...},46,0,2,0,8,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationTileGrid,53,0,4,0,13,0,6,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationHomeParser,41,0,4,0,12,0,6,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view,ApplicationSystemParser,68,0,14,0,18,0,11,0,4,0
coverage/vip-application,localhost.moteur_service_wsdl,Moteur_BindingImpl,10,0,0,0,5,0,5,0,5,0
coverage/vip-application,localhost.moteur_service_wsdl,Moteur_ServiceLocator,213,0,12,0,55,0,22,0,16,0
coverage/vip-application,localhost.moteur_service_wsdl,Moteur_BindingStub,687,0,32,0,165,0,26,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,LocationRecord,58,0,0,0,16,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,FileOrFolderRecord,35,0,0,0,11,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,JobRecord,193,0,22,0,57,0,28,0,12,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,SemanticRecord,22,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,SummaryRecord,30,0,0,0,12,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,SimulationRecord,88,0,6,0,22,0,12,0,9,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.record,ProcessorRecord,81,0,0,0,19,0,7,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.new AsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.new AsyncCallback() {...},120,0,6,0,23,0,6,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.new CellDoubleClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.new ListGrid() {...},116,0,2,0,26,0,5,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.1.new ClickHandler() {...},30,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.1.new ClickHandler() {...},31,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,StringInputLayout,118,0,10,0,25,0,11,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab,594,0,38,0,147,0,51,0,32,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ValueList,166,0,24,0,37,0,16,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.1.2.new BooleanCallback() {...},27,0,4,0,4,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.new AsyncCallback() {...},120,0,6,0,23,0,6,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.new AsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,DocumentationSection.new ClickHandler() {...},12,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout,136,0,0,0,29,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.new ListGrid() {...},122,0,6,0,27,0,7,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.new CellDoubleClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,DocumentationLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.FormLayout,27,0,0,0,3,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchFormLayout,1618,0,134,0,360,0,142,0,74,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.new CustomValidator() {...},57,0,10,0,12,0,7,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,DescriptorParser,114,0,14,0,22,0,11,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout,595,0,21,0,114,0,32,0,21,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.new CustomValidator() {...},32,0,6,0,6,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.new CustomValidator() {...},32,0,6,0,6,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.new CustomValidator() {...},101,0,16,0,25,0,10,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.new CustomValidator() {...},62,0,6,0,15,0,5,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout,138,0,0,0,31,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,DocumentationLayout,93,0,0,0,28,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,FlagInputLayout,83,0,6,0,23,0,7,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,DocumentationSection,115,0,0,0,31,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ValueSet,74,0,6,0,13,0,11,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,InputsLayout.new ClickHandler() {...},33,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,InputsLayout.new ClickHandler() {...},33,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,RelaunchService,64,0,6,0,14,0,8,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,GroupValidator,154,0,22,0,34,0,19,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ValueRange,201,0,16,0,38,0,15,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,AbstractInputsLayout,58,0,0,0,17,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,SavedInputsLayout.1.2.new BooleanCallback() {...},27,0,4,0,4,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ValueChoiceInputLayout.new CustomValidator() {...},59,0,6,0,12,0,8,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchFormLayout.new AsyncCallback() {...},58,0,4,0,16,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},44,0,0,0,8,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},46,0,0,0,12,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},29,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},20,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},45,0,6,0,12,0,6,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},34,0,0,0,10,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},43,0,4,0,12,0,6,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,LaunchTab.new AsyncCallback() {...},34,0,0,0,10,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,InputsLayout,67,0,4,0,20,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,InputRecord,18,0,0,0,7,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,NumberInputLayout.RangeItem,37,0,0,0,3,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,AbstractInputsLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.1.new ClickHandler() {...},31,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ExampleInputsLayout.1.new ClickHandler() {...},30,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,ValueChoiceInputLayout,155,0,8,0,41,0,14,0,10,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.launch,InputLayout,810,0,70,0,204,0,86,0,51,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,BoutiquesImportLayout.new FormItemClickHandler() {...},18,0,0,0,4,0,2,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,BoutiquesImportLayout.new ClickHandler() {...},24,0,2,0,6,0,3,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,BoutiquesImportLayout.new AsyncCallback() {...},47,0,0,0,14,0,4,0,4,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,Constants,3,0,0,0,1,0,1,0,1,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,HomeParser,31,0,8,0,8,0,7,0,3,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,BoutiquesImportLayout,128,0,0,0,27,0,4,0,4,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view,ImportTab,25,0,0,0,7,0,1,0,1,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,VIPLayout,235,0,2,0,50,0,10,0,9,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,LocalTextField,90,0,4,0,21,0,6,0,4,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,InputOutputLayout,37,0,0,0,10,0,1,0,1,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,OutputLayout,206,0,20,0,35,0,12,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,GeneralLayout,146,0,0,0,21,0,2,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,DisplayTab,254,0,8,0,66,0,10,0,6,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,DisplayTab.new ClickHandler() {...},32,0,2,0,6,0,3,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,DisplayTab.new AsyncCallback() {...},23,0,0,0,7,0,3,0,3,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,InputLayout,200,0,18,0,34,0,11,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,VIPLayout.new AsyncCallback() {...},37,0,4,0,9,0,5,0,3,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,VIPLayout.new AsyncCallback() {...},62,0,4,0,13,0,5,0,3,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.view.applicationdisplay,LocalTextField.new FormItemClickHandler() {...},18,0,0,0,4,0,2,0,2,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client,ApplicationImporterException,16,0,0,0,8,0,4,0,4,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client,ApplicationImporterModule,10,0,0,0,5,0,4,0,4,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.rpc,ApplicationImporterServiceImpl,68,0,0,0,19,0,6,0,6,0
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,TargzUtils,81,77,6,4,13,22,4,5,0,4
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,VelocityUtils,158,21,0,0,34,6,4,1,4,1
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.server.business,ApplicationImporterBusiness,517,32,30,0,100,11,21,1,6,1
coverage/vip-application-importer,fr.insalyon.creatis.vip.applicationimporter.client.rpc,ApplicationImporterService.Util,16,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout,181,0,4,0,44,0,7,0,5,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.1.new ClickHandler() {...},38,0,0,0,6,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.1.new ClickHandler() {...},17,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout,395,0,6,0,83,0,11,0,8,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new AsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new AsyncCallback() {...},52,0,2,0,11,0,4,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new AsyncCallback() {...},54,0,0,0,11,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new BooleanCallback() {...},28,0,2,0,6,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new ListGrid() {...},54,0,2,0,9,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new ClickHandler() {...},21,0,2,0,4,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.new ClickHandler() {...},36,0,2,0,7,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsToolStrip.new ClickHandler() {...},18,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsToolStrip.new ClickHandler() {...},14,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.3.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupRecord,26,0,0,0,8,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,ManageGroupsTab,45,0,0,0,12,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,EditGroupLayout.3.1.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.new AsyncCallback() {...},43,0,2,0,9,0,4,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.new BooleanCallback() {...},25,0,2,0,6,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.new ListGrid() {...},65,0,2,0,10,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.new CellDoubleClickHandler() {...},29,0,0,0,6,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsLayout.4.new AsyncCallback() {...},18,0,0,0,6,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.group,GroupsToolStrip,41,0,0,0,11,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.layout.toolstrip,MainToolStrip,81,0,4,0,25,0,8,0,6,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.property,AbstractPropertyWindow,76,0,0,0,18,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.property,PropertyRecord,22,0,0,0,8,0,4,0,4,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UserMenuButton.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UserMenuButton.new ClickHandler() {...},12,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UserMenuButton.new ClickHandler() {...},9,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,AccountTab,110,0,2,0,30,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UserMenuButton,108,0,2,0,21,0,2,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UpgradeLevelLayout,96,0,0,0,29,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UserLevel,31,44,2,0,4,5,2,1,1,1
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.user,UpgradeLevelLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.layout,Layout,275,0,14,0,79,0,30,0,23,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.layout,Layout.new AsyncCallback() {...},22,0,0,0,7,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.layout,CenterTabSet,18,0,2,0,8,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.layout,Layout.TabFactoryAndId,9,0,0,0,4,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.main,HomeTab,105,0,0,0,30,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.main,HomeMenuButton,20,0,0,0,7,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.main,GeneralTileGrid,63,0,8,0,17,0,7,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.main,SystemParser,54,0,8,0,16,0,7,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.main,SystemTileGrid,49,0,6,0,13,0,6,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,ConfigurationBusiness,1661,439,95,19,423,103,100,17,47,13
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,CoreUtil,12,18,4,2,4,5,4,2,1,2
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SamlTokenValidator,215,0,18,0,55,0,17,0,8,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SpringConfigServer,608,0,12,0,133,0,63,0,57,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,EmailBusiness,35,11,0,0,6,4,1,1,1,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,StatsBusiness,22,6,0,0,6,3,2,1,2,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,BusinessException,21,8,0,0,8,4,4,2,4,2
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,VipSessionBusiness,338,14,24,0,81,5,23,1,11,1
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,SpringConfigServer.ReloadablePropertySource,21,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.server.business,StatsBusiness.UserSearchCriteria,35,0,0,0,13,0,9,0,9,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu.new BooleanCallback() {...},34,0,4,0,7,0,4,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu.new AsyncCallback() {...},25,0,0,0,8,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.new AsyncCallback() {...},60,0,2,0,12,0,4,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.new RowContextClickHandler() {...},26,0,0,0,5,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.new CellDoubleClickHandler() {...},37,0,0,0,10,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.new ListGrid() {...},220,0,10,0,33,0,9,0,4,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.new AsyncCallback() {...},28,0,0,0,9,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu.4.new AsyncCallback() {...},30,0,0,0,9,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,EditUserLayout,317,0,0,0,73,0,5,0,5,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout,254,0,2,0,58,0,7,0,6,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersContextMenu,101,0,2,0,23,0,4,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UserRecord,84,0,0,0,18,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersToolStrip,44,0,0,0,12,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,ManageUsersTab,52,0,0,0,14,0,4,0,4,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.1.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,EditUserLayout.new ClickHandler() {...},111,0,12,0,20,0,8,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,EditUserLayout.new AsyncCallback() {...},67,0,6,0,14,0,6,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,EditUserLayout.new AsyncCallback() {...},76,0,0,0,16,0,3,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,EditUserLayout.new AsyncCallback() {...},64,0,4,0,12,0,5,0,3,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,DataUsersLayout,64,0,0,0,10,0,1,0,1,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.1.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-core,fr.insalyon.creatis.vip.core.client.view.system.user,UsersLayout.1.new ClickHandler() {...},56,0,0,0,9,0,2,0,2,0
